Customer ID,Recency,Frequency,Monetary,Tenure,AvgBasketSize,Target_LTV,Target_churn
13155,39,2,398.72,117,122.0,1351.46,0
13156,11,3,1586.54,302,304.6666666666667,0.0,1
13157,35,5,3946.14,267,664.6,1741.22,0
13158,14,1,307.12,14,208.0,1201.06,0
13161,126,1,366.13,126,77.0,112.75,0
13162,6,12,7587.2,361,336.8333333333333,1688.29,0
13163,236,1,17.65,236,3.0,0.0,1
13164,195,2,372.2,293,60.0,0.0,1
13165,39,1,429.68,39,360.0,1021.48,0
13166,40,1,466.98,40,311.0,417.2,0
13167,16,1,333.82,16,222.0,791.33,0
13168,168,1,556.12,168,230.0,1319.19,0
13169,188,1,127.2,188,24.0,712.88,0
13172,26,1,69.6,26,48.0,0.0,1
13173,74,9,2119.76,355,136.55555555555554,519.59,0
13174,18,9,5261.84,361,271.77777777777777,4233.0,0
13175,208,2,831.45,361,211.5,0.0,1
13177,56,1,229.75,56,89.0,282.45,0
13178,23,10,8333.72,349,520.8,5725.47,0
13179,244,1,572.3100000000001,244,368.0,0.0,1
13180,233,1,86.10000000000001,233,42.0,0.0,1
13181,7,1,359.69,7,171.0,0.0,1
13183,20,6,3078.4,261,303.1666666666667,3957.78,0
13187,250,3,130.99,250,93.33333333333333,236.02,0
13190,170,3,570.66,358,102.66666666666667,0.0,1
13191,284,1,164.69,284,115.0,0.0,1
13192,161,4,1646.6399999999999,312,258.5,911.94,0
13194,47,1,412.08,47,300.0,60.7,0
13195,40,1,172.38,40,83.0,0.0,1
13196,69,3,1271.06,243,260.6666666666667,1797.78,0
13197,235,1,373.01000000000005,235,204.0,0.0,1
13198,13,2,1572.99,60,400.5,3401.2400000000002,0
13199,0,29,6147.09,360,185.89655172413794,10285.8,0
13201,128,4,1240.6100000000001,268,259.75,0.0,1
13202,20,7,1580.3,356,81.71428571428571,0.0,1
13203,12,6,1778.79,348,268.8333333333333,869.46,0
13204,357,1,966.6600000000001,357,428.0,0.0,1
13205,69,1,2803.2,69,256.0,0.0,1
13206,26,13,8377.32,358,550.3846153846154,0.0,1
13207,77,2,285.6,238,24.0,250.26000000000002,0
13208,74,3,764.6,362,180.33333333333334,1223.9,0
13209,140,5,2617.9,310,305.6,5891.61,0
13211,7,7,1531.9,359,145.14285714285714,1197.42,0
13213,9,6,2330.94,194,267.0,1520.58,0
13214,43,7,3264.23,272,423.7142857142857,0.0,1
13215,28,1,81.6,28,96.0,0.0,1
13217,281,1,132.5,281,250.0,533.98,0
13219,244,1,76.23,244,11.0,0.0,1
13220,201,1,516.8,201,200.0,819.2900000000001,0
13222,203,1,88.5,203,30.0,0.0,1
13223,49,4,805.9200000000001,291,120.0,163.20000000000002,0
13225,47,9,9796.23,348,442.77777777777777,6463.84,0
13226,19,1,204.25,19,99.0,108.21000000000001,0
13230,2,16,3460.36,256,121.0625,2900.42,0
13233,46,2,571.34,320,300.0,605.12,0
13234,298,2,356.95,358,81.0,0.0,1
13237,13,1,643.0,13,128.0,0.0,1
13238,56,2,305.9,216,72.0,700.73,0
13239,63,4,1265.1299999999999,128,206.0,329.56,0
13240,37,4,850.8,278,107.5,887.72,0
13241,37,1,115.58,37,48.0,0.0,1
13242,77,4,429.0,294,55.0,270.40000000000003,0
13243,75,4,677.97,257,86.5,600.07,0
13245,58,1,558.72,58,246.0,430.5,0
13246,19,5,1400.1299999999999,151,242.6,1987.3,0
13249,27,6,897.52,310,116.66666666666667,711.41,0
13250,86,2,256.04,128,54.0,0.0,1
13251,28,1,252.68,28,215.0,0.0,1
13252,20,2,399.3,251,67.0,0.0,1
13253,56,2,1920.71,329,721.5,1030.4,0
13254,2,1,51.410000000000004,2,43.0,0.0,1
13255,138,1,279.25,138,230.0,625.21,0
13257,62,1,149.75,62,33.0,0.0,1
13258,5,2,336.59999999999997,26,82.0,698.58,0
13259,23,8,1141.06,324,48.125,292.32,0
13262,15,2,373.16,226,61.0,200.29,0
13263,19,4,1250.6200000000001,39,152.5,7454.07,0
13264,68,1,722.5600000000001,68,375.0,0.0,1
13266,39,7,2300.78,348,344.14285714285717,3834.2599999999998,0
13267,0,17,4908.32,358,117.05882352941177,4849.9400000000005,0
13269,7,13,3194.04,363,219.46153846153845,5697.66,0
13274,35,1,360.85,35,199.0,0.0,1
13275,9,2,241.66,258,70.0,0.0,1
13276,23,3,1348.33,268,231.33333333333334,590.9300000000001,0
13277,6,3,264.9,165,68.66666666666667,258.4,0
13278,25,3,893.12,236,273.6666666666667,542.73,0
13280,5,4,1507.77,270,243.25,814.86,0
13281,65,1,350.85,65,201.0,0.0,1
13282,32,1,181.05,32,103.0,1132.14,0
13283,193,2,279.7,266,57.0,93.66,0
13285,226,2,655.47,250,203.0,2709.12,0
13286,226,1,734.91,226,274.0,0.0,1
13287,229,3,781.59,330,143.0,0.0,1
13288,69,5,927.61,292,75.8,0.0,1
13289,349,1,307.95,349,119.0,0.0,1
13290,64,1,208.63,64,1.0,0.0,1
13291,40,10,2959.73,292,138.6,361.11,0
13292,41,3,415.57,152,61.0,578.9399999999999,0
13293,18,6,1192.94,294,92.5,0.0,1
13294,272,1,815.79,272,543.0,873.74,0
13295,2,3,900.77,202,217.0,201.20000000000002,0
13296,49,5,705.11,203,115.0,87.4,0
13297,11,3,2278.77,168,577.0,2089.85,0
13299,49,2,1076.2,154,193.0,142.5,0
13300,14,2,913.62,200,126.0,371.89,0
13302,152,1,95.45,152,7.0,63.75,0
13303,26,1,61.72,26,26.0,0.0,1
13304,81,3,917.57,295,159.33333333333334,300.42,0
13305,12,6,1617.65,265,166.16666666666666,2137.06,0
13306,56,1,53.65,56,74.0,0.0,1
13307,113,2,258.34,218,68.0,15.0,0
13308,222,1,284.86,222,230.0,1385.51,0
13309,18,1,249.58,18,370.0,1456.79,0
13310,6,2,409.17,28,114.5,1132.03,0
13312,77,1,124.75,77,41.0,0.0,1
13313,105,7,1890.0,363,208.14285714285714,1555.32,0
13315,315,1,310.26,315,232.0,0.0,1
13316,18,6,7213.84,265,2404.0,5977.7300000000005,0
13317,11,13,4212.411,352,162.6153846153846,2273.68,0
13319,5,32,10477.67,359,132.8125,11604.83,0
13320,60,2,679.4,104,211.5,1548.7,0
13324,54,8,3391.52,189,405.375,7121.95,0
13326,58,1,281.76,58,140.0,0.0,1
13327,21,12,5506.71,347,216.91666666666666,4372.77,0
13329,12,6,4019.77,361,474.6666666666667,1093.1999999999998,0
13330,81,3,1665.25,280,408.0,1140.93,0
13331,27,1,262.4,27,54.0,0.0,1
13333,37,3,1015.74,284,228.33333333333334,0.0,1
13334,162,2,2726.93,278,726.5,3536.82,0
13337,172,1,1575.26,172,980.0,0.0,1
13338,167,3,1958.6,329,298.3333333333333,487.02,0
13340,43,5,11364.08,281,773.2,10736.48,0
13346,88,6,299.4,222,30.0,0.0,1
13357,120,4,3228.41,253,455.0,609.95,0
13359,29,1,603.75,29,220.0,439.56,0
13360,57,4,1553.65,326,235.5,0.0,1
13361,98,2,1450.5,243,162.0,0.0,1
13362,4,3,2303.33,51,366.3333333333333,3090.7400000000002,0
13363,35,1,731.36,35,436.0,992.5,0
13367,57,1,510.20000000000005,57,253.0,0.0,1
13368,40,2,498.1,49,139.5,623.4,0
13371,131,2,2297.66,258,509.5,0.0,1
13373,41,3,4274.94,359,870.6666666666666,3312.25,0
13374,40,2,422.8,75,67.5,0.0,1
13375,70,1,1013.58,70,682.0,778.65,0
13377,22,2,1552.88,271,374.0,0.0,1
13380,58,1,62.4,58,48.0,0.0,1
13381,5,6,4585.06,364,516.0,3639.31,0
13382,54,4,1164.59,357,183.0,222.99,0
13383,169,1,305.28000000000003,169,288.0,0.0,1
13384,16,4,2528.9,126,430.0,4151.93,0
13386,40,2,835.46,63,257.0,0.0,1
13387,43,1,189.44,43,125.0,0.0,1
13388,229,1,508.55,229,419.0,677.1,0
13392,303,1,91.14,303,82.0,0.0,1
13393,209,4,1131.45,358,165.5,0.0,1
13394,5,11,4101.68,364,269.27272727272725,2520.02,0
13395,26,2,872.51,47,662.0,307.72,0
13397,63,5,1647.74,314,181.2,1544.13,0
13398,74,1,213.0,74,60.0,457.34,0
13399,90,3,275.4,145,40.0,0.0,1
13400,208,1,310.83,208,284.0,0.0,1
13402,131,2,605.62,190,219.0,929.51,0
13403,13,2,154.5,349,35.0,75.0,0
13405,107,3,641.36,350,230.0,572.451,0
13406,53,2,568.92,257,146.0,0.0,1
13407,204,3,2244.7,287,563.3333333333334,0.0,1
13408,1,44,22057.742,361,282.79545454545456,29675.72,0
13410,19,4,1198.9,357,181.5,1003.06,0
13412,246,1,487.34999999999997,246,176.0,0.0,1
13413,265,6,429.44,313,75.83333333333333,0.0,1
13414,89,3,1103.64,229,376.0,1390.5,0
13415,98,4,800.67,354,125.5,0.0,1
13416,362,1,228.3,362,66.0,712.5,0
13417,173,4,1028.66,295,92.5,640.83,0
13418,19,13,5482.93,354,265.6923076923077,6750.67,0
13421,32,6,2252.04,289,206.5,1851.08,0
13423,54,1,217.03,54,141.0,0.0,1
13424,75,1,572.77,75,529.0,0.0,1
13425,134,2,1779.42,205,629.5,1624.21,0
13426,8,12,4526.06,356,218.58333333333334,3641.32,0
13427,103,3,423.93,348,111.66666666666667,582.6,0
13428,140,2,281.51,140,105.0,218.47,0
13431,32,6,2047.14,285,149.66666666666666,1269.1,0
13432,197,2,439.1,238,108.5,0.0,1
13433,127,4,658.3199999999999,322,47.5,0.0,1
13434,11,3,1132.6200000000001,281,188.0,534.24,0
13435,2,2,665.34,126,331.0,3809.8900000000003,0
13438,173,1,46.5,173,10.0,0.0,1
13439,14,2,702.9,152,355.0,283.71,0
13440,49,7,1295.25,77,81.85714285714286,0.0,1
13441,57,1,424.26,57,316.0,296.64,0
13442,293,3,419.87,364,38.333333333333336,0.0,1
13443,74,6,1280.16,303,134.83333333333334,0.0,1
13444,0,2,631.6800000000001,132,168.5,0.0,1
13445,252,1,241.89999999999998,252,198.0,0.0,1
13446,56,11,3881.89,289,218.45454545454547,0.0,1
13448,25,7,5257.54,359,368.85714285714283,3983.33,0
13450,0,7,2076.32,229,333.7142857142857,2043.7199999999998,0
13451,7,6,4214.77,254,519.8333333333334,2976.15,0
13452,98,1,139.8,98,4.0,590.0,0
13453,28,1,424.71,28,207.0,356.97999999999996,0
13454,267,1,219.87,267,198.0,0.0,1
13455,79,4,1154.65,356,110.25,1751.28,0
13457,314,2,148.22,363,48.0,0.0,1
13458,5,2,2312.7,14,626.0,9646.57,0
13459,250,2,1160.4099999999999,308,493.0,0.0,1
13461,33,3,2715.0,223,654.0,1445.0,0
13462,36,4,1002.35,351,158.75,151.5,0
13464,20,5,2422.96,244,207.4,674.68,0
13465,72,2,931.12,212,292.0,0.0,1
13466,34,4,705.45,254,100.25,307.9,0
13468,7,35,7103.31,362,86.85714285714286,6287.2,0
13469,279,1,82.4,279,52.0,0.0,1
13472,89,2,592.24,181,155.0,0.0,1
13473,200,6,2235.12,350,122.33333333333333,422.64,0
13474,69,2,434.2,121,101.0,229.59,0
13476,32,3,823.0,270,98.66666666666667,1238.47,0
13477,81,5,1379.59,309,214.8,1454.58,0
13478,95,5,2215.78,303,237.8,0.0,1
13479,78,2,550.42,103,291.0,300.95,0
13480,42,2,627.82,305,181.0,0.0,1
13481,0,6,2026.28,361,152.16666666666666,1804.56,0
13482,253,1,151.45,253,71.0,184.64,0
13484,9,2,476.92,265,90.0,313.8,0
13485,2,10,2564.98,362,152.1,454.24,0
13487,131,2,271.47,360,48.5,575.4,0
13488,25,10,5237.65,309,285.7,10350.23,0
13490,280,1,154.25,280,25.0,0.0,1
13491,15,17,3251.84,358,85.05882352941177,1314.72,0
13495,6,5,2818.44,358,327.2,2555.82,0
13497,138,4,818.78,295,90.5,501.55,0
13498,356,1,327.38,356,362.0,0.0,1
13500,27,1,299.53,27,229.0,1166.77,0
13501,112,2,1544.79,196,346.5,1340.32,0
13502,41,2,488.5,174,113.0,292.0,0
13503,105,5,1688.54,287,174.0,216.85,0
13506,21,3,879.5600000000001,86,206.0,759.64,0
13508,268,1,176.07999999999998,268,156.0,110.97,0
13509,133,1,135.0,133,108.0,979.72,0
13510,1,7,2766.73,344,236.85714285714286,1791.56,0
13511,302,1,282.76,302,60.0,0.0,1
13512,13,3,462.18,209,92.0,251.21,0
13513,67,2,619.49,281,127.5,205.1,0
13514,54,3,663.7,308,82.66666666666667,152.20000000000002,0
13515,75,2,374.7,270,69.0,891.12,0
13516,43,1,295.85,43,129.0,1389.41,0
13519,68,1,220.46,68,110.0,122.75,0
13520,28,5,2981.65,348,306.0,3927.75,0
13523,28,1,569.69,28,237.0,4531.83,0
13526,364,2,1182.0,364,955.5,0.0,1
13527,44,5,2396.23,313,214.0,2287.51,0
13530,260,1,402.97999999999996,260,272.0,0.0,1
13531,124,4,949.27,362,80.75,789.25,0
13534,5,10,1850.82,146,90.8,5870.08,0
13535,28,1,89.5,28,10.0,0.0,1
13537,51,2,717.85,77,168.5,0.0,1
13538,22,5,1831.88,301,157.6,1280.85,0
13539,46,4,938.02,216,97.5,631.34,0
13540,93,3,632.39,281,63.0,0.0,1
13541,53,2,785.25,196,139.5,0.0,1
13542,2,17,4006.17,354,47.94117647058823,0.0,1
13543,260,2,1439.6100000000001,313,164.5,0.0,1
13544,37,4,537.59,270,57.75,291.41,0
13545,16,2,374.64,170,128.5,0.0,1
13546,8,2,465.15,50,115.0,626.99,0
13547,34,1,175.53,34,82.0,0.0,1
13548,97,1,226.57999999999998,97,124.0,682.41,0
13549,13,1,87.6,13,96.0,918.2,0
13550,9,1,349.51,9,454.0,0.0,1
13551,292,1,152.39999999999998,292,24.0,91.80000000000001,0
13552,54,10,3238.85,284,123.7,3740.07,0
13553,300,1,517.8,300,206.0,0.0,1
13554,6,7,1638.28,72,83.0,0.0,1
13555,4,9,4849.91,315,240.77777777777777,4149.28,0
13556,55,2,200.82,61,67.0,0.0,1
13557,41,11,2448.2,357,168.36363636363637,584.06,0
13559,138,2,990.0,169,180.0,0.0,1
13561,23,10,1678.86,275,105.3,141.85999999999999,0
13562,27,5,3038.85,320,169.2,1799.33,0
13564,14,34,14960.53,363,245.11764705882354,2289.02,0
13565,37,1,174.57999999999998,37,88.0,240.22,0
13566,60,3,833.41,265,230.33333333333334,874.71,0
13567,54,4,1083.69,167,161.25,0.0,1
13569,7,2,401.71,54,97.0,492.07,0
13571,8,14,2454.2200000000003,357,102.71428571428571,2092.32,0
13573,5,4,622.07,263,89.25,294.4,0
13574,37,1,421.25,37,316.0,0.0,1
13576,18,10,4485.25,357,186.0,7066.49,0
13577,8,7,1801.68,351,124.28571428571429,1687.6000000000001,0
13578,35,1,147.66,35,127.0,0.0,1
13579,27,3,907.3000000000001,285,180.66666666666666,631.74,0
13580,32,1,107.75,32,45.0,0.0,1
13581,40,1,162.53,40,89.0,118.0,0
13582,15,2,241.68,243,53.0,0.0,1
13583,305,1,664.001,305,372.0,781.03,0
13584,124,2,250.05,301,163.0,142.4,0
13585,156,3,684.54,364,462.0,0.0,1
13586,167,1,131.53,167,39.0,0.0,1
13587,75,3,961.1,289,161.33333333333334,712.4,0
13589,75,4,741.09,359,44.75,379.65,0
13590,1,12,4367.67,364,285.6666666666667,1981.92,0
13591,61,4,976.8100000000001,351,91.25,1117.13,0
13593,13,9,3486.61,273,162.11111111111111,2037.0800000000002,0
13594,111,1,136.35000000000002,111,37.0,396.97,0
13595,142,3,818.22,272,117.66666666666667,0.0,1
13597,26,2,396.71,28,115.5,0.0,1
13598,121,4,609.42,277,85.75,180.17000000000002,0
13599,21,12,4661.12,364,246.25,5506.51,0
13600,260,1,298.9,260,275.0,219.52,0
13601,18,2,491.82,172,212.0,693.32,0
13602,7,3,596.28,186,90.33333333333333,428.89,0
13604,284,1,717.62,284,242.0,0.0,1
13605,13,2,522.67,197,212.5,0.0,1
13607,28,1,400.3,28,178.0,678.01,0
13608,166,1,236.2,166,113.0,0.0,1
13609,219,1,167.35,219,19.0,0.0,1
13610,13,7,1044.0,329,56.142857142857146,1131.88,0
13611,0,7,2147.73,362,176.57142857142858,1171.8,0
13612,258,1,818.29,258,444.0,0.0,1
13613,78,5,1039.8500000000001,286,89.0,0.0,1
13614,19,2,748.73,177,129.0,1610.46,0
13615,25,7,5854.84,306,388.7142857142857,417.69,0
13616,194,2,288.1,317,87.5,0.0,1
13617,34,5,734.57,121,58.6,544.18,0
13619,170,2,231.69,300,42.0,0.0,1
13620,154,1,112.34,154,74.0,0.0,1
13622,322,1,658.95,322,379.0,0.0,1
13623,6,5,1818.71,363,145.8,747.78,0
13624,14,1,462.08,14,820.0,0.0,1
13625,222,1,301.26,222,144.0,0.0,1
13626,5,1,449.81,5,189.0,257.23,0
13627,114,2,607.43,266,181.5,1638.47,0
13628,302,1,310.14,302,106.0,0.0,1
13629,39,8,5578.5,292,418.75,7792.36,0
13632,20,3,1526.88,237,200.66666666666666,2121.27,0
13634,0,11,3498.31,324,126.54545454545455,1575.16,0
13635,68,3,1928.1299999999999,364,402.3333333333333,1071.03,0
13639,62,1,312.93,62,197.0,1033.34,0
13640,237,1,405.0,237,108.0,0.0,1
13641,266,5,1016.47,360,219.6,0.0,1
13642,58,3,159.92,58,26.666666666666668,354.8,0
13643,8,7,1637.33,357,89.85714285714286,519.44,0
13646,25,2,326.25,25,39.5,0.0,1
13647,120,4,1393.56,229,227.0,1678.1200000000001,0
13648,26,8,1764.02,364,120.0,0.0,1
13649,23,4,1134.48,153,164.25,544.4,0
13650,0,4,1451.66,308,206.0,1836.34,0
13651,7,1,132.65,7,29.0,94.2,0
13652,54,2,1166.97,278,440.0,1403.88,0
13653,113,1,152.2,113,72.0,0.0,1
13654,6,5,3600.67,363,516.0,2707.33,0
13655,0,4,1347.54,217,155.0,932.97,0
13656,125,2,699.2,221,186.0,379.65,0
13658,9,4,3386.33,298,288.0,2639.17,0
13659,42,10,3321.68,286,164.5,1573.2,0
13660,26,1,314.59,26,137.0,0.0,1
13661,229,1,325.24,229,118.0,0.0,1
13662,11,8,1352.35,284,79.5,897.76,0
13663,6,4,1858.04,272,200.5,189.47,0
13665,12,3,1711.6599999999999,130,550.6666666666666,0.0,1
13666,46,2,43.25,361,6.5,84.65,0
13668,9,14,6726.35,354,170.78571428571428,6363.59,0
13669,33,1,195.0,33,156.0,218.55,0
13671,20,1,194.95,20,107.0,0.0,1
13672,356,1,233.53000000000003,356,81.0,186.39000000000001,0
13674,58,1,240.68,58,102.0,0.0,1
13676,165,2,243.9,245,52.0,0.0,1
13677,30,2,556.1899999999999,146,109.0,0.0,1
13679,119,3,281.26,361,34.0,0.0,1
13680,97,8,7713.25,361,414.5,3722.42,0
13683,83,1,258.6,83,180.0,0.0,1
13684,16,3,529.75,247,65.33333333333333,67.23,0
13686,6,2,337.04,27,154.0,72.0,0
13687,64,1,11880.84,64,87167.0,0.0,1
13688,261,1,375.5,261,130.0,0.0,1
13689,70,1,349.5,70,210.0,910.0,0
13691,22,1,212.78,22,145.0,0.0,1
13692,34,2,1626.08,46,437.5,1488.32,0
13693,0,9,2011.82,358,97.77777777777777,0.0,1
13694,6,93,130601.06999999999,361,1342.8924731182797,65881.74,0
13695,203,1,266.6,203,188.0,2504.13,0
13696,47,3,2020.4,292,184.0,0.0,1
13698,222,2,465.53000000000003,307,115.5,0.0,1
13699,176,1,455.57,176,153.0,308.58000000000004,0
13700,43,3,348.34,296,168.33333333333334,2265.12,0
13701,72,1,161.0,72,80.0,0.0,1
13702,71,1,135.18,71,74.0,0.0,1
13703,41,1,326.06,41,118.0,99.5,0
13705,68,4,1005.33,250,135.75,1030.0,0
13706,252,1,300.38,252,112.0,330.79,0
13707,55,3,2559.45,162,619.6666666666666,806.41,0
13709,72,5,1263.7,323,122.8,6328.05,0
13710,49,2,329.04,238,80.0,180.48,0
13711,32,7,1540.2,350,97.0,252.06,0
13712,236,1,537.58,236,776.0,228.84,0
13713,34,3,743.26,209,95.33333333333333,0.0,1
13714,91,1,161.35,91,50.0,0.0,1
13715,21,12,7131.3,264,355.3333333333333,1351.99,0
13717,83,2,318.29,111,92.5,1445.01,0
13719,19,6,1773.57,197,165.0,1041.68,0
13721,21,1,217.39999999999998,21,196.0,524.14,0
13722,46,7,3260.0,272,236.85714285714286,2375.41,0
13723,18,5,1009.35,237,117.2,199.85000000000002,0
13724,263,1,213.01,263,130.0,0.0,1
13727,237,6,746.57,356,34.666666666666664,333.48,0
13728,13,10,1839.03,356,81.1,1016.14,0
13729,61,3,724.73,310,139.66666666666666,0.0,1
13733,36,2,487.03000000000003,361,167.5,0.0,1
13734,134,4,6701.640000000001,228,75.75,0.0,1
13735,2,9,6927.9800000000005,352,336.44444444444446,2885.2400000000002,0
13736,51,5,2034.31,359,211.0,731.9,0
13738,22,1,440.93,22,240.0,0.0,1
13739,153,1,75.3,153,22.0,216.9,0
13740,41,4,1247.02,363,141.5,350.75,0
13745,172,1,477.32,172,650.0,300.04,0
13746,39,1,176.69,39,83.0,0.0,1
13747,50,1,90.19999999999999,50,52.0,159.2,0
13748,8,4,1116.1,364,147.25,1152.25,0
13750,6,6,1954.92,243,142.33333333333334,1647.26,0
13752,153,1,404.45000000000005,153,131.0,1186.28,0
13753,224,3,1353.31,362,312.6666666666667,741.26,0
13754,63,1,164.45000000000002,63,101.0,282.59999999999997,0
13756,11,9,3485.1800000000003,350,218.33333333333334,5722.320000000001,0
13757,300,1,195.55,300,54.0,0.0,1
13758,2,8,5507.58,364,352.875,3909.4,0
13760,30,3,1076.85,219,142.0,286.79,0
13761,128,4,881.52,282,109.25,1070.65,0
13762,219,4,2165.76,324,584.0,306.72,0
13763,43,2,3502.48,61,1248.0,1714.96,0
13764,195,3,1431.5,268,389.0,1521.76,0
13765,279,1,352.821,279,297.0,0.0,1
13766,121,1,190.35,121,137.0,0.0,1
13767,0,36,16683.21,364,202.02777777777777,18857.32,0
13768,352,2,875.97,356,186.5,0.0,1
13769,36,10,2681.61,349,128.9,3118.81,0
13770,48,4,785.37,356,117.0,0.0,1
13771,159,5,3094.37,278,332.6,2634.45,0
13772,26,5,1982.09,280,182.0,1132.13,0
13773,22,2,301.54,285,87.0,0.0,1
13775,216,1,1049.66,216,455.0,0.0,1
13776,54,2,623.98,54,1.0,0.0,1
13777,20,28,23661.1,363,367.60714285714283,32817.32,0
13778,117,3,945.79,191,147.0,178.7,0
13779,141,1,161.13,141,53.0,0.0,1
13780,32,1,375.81,32,163.0,360.01,0
13781,218,2,650.99,347,135.0,127.84,0
13782,79,7,881.72,359,39.714285714285715,912.0,0
13783,113,4,1542.09,299,859.25,0.0,1
13784,60,3,447.44,76,111.33333333333333,2462.79,0
13785,54,4,542.49,86,37.75,0.0,1
13786,9,5,2898.14,362,276.0,460.79999999999995,0
13787,84,4,913.46,320,165.25,309.04,0
13788,131,1,3.75,131,1.0,0.0,1
13789,14,1,239.45999999999998,14,258.0,0.0,1
13792,48,1,188.4,48,64.0,195.55,0
13793,272,1,96.0,272,52.0,0.0,1
13794,172,1,126.03,172,63.0,0.0,1
13795,14,4,836.3,263,312.5,0.0,1
13796,125,1,289.7,125,218.0,0.0,1
13797,62,3,1179.45,273,191.0,0.0,1
13798,1,53,38275.02,357,457.33962264150944,37561.85,0
13799,70,7,2114.71,270,162.42857142857142,688.86,0
13800,56,2,1121.24,362,280.0,558.32,0
13802,0,16,21659.69,287,722.3125,4599.42,0
13803,57,2,1061.84,244,355.0,277.07,0
13804,61,2,572.73,62,167.5,2635.79,0
13807,200,2,309.6,361,40.0,225.2,0
13809,20,2,524.65,86,126.0,155.05,0
13813,153,4,1398.61,359,185.0,1366.8600000000001,0
13814,153,1,678.2,153,350.0,1579.12,0
13815,32,4,3448.38,291,705.25,4027.36,0
13818,55,1,61.28,55,60.0,0.0,1
13819,295,3,1502.0,364,400.0,1140.35,0
13820,44,3,660.65,306,95.66666666666667,0.0,1
13821,19,4,1025.09,330,82.5,385.64,0
13823,6,5,2445.79,350,225.0,957.66,0
13824,5,7,1615.82,263,96.28571428571429,1698.94,0
13825,247,2,255.59,356,91.0,0.0,1
13829,47,1,102.0,47,12.0,0.0,1
13830,207,1,156.85000000000002,207,47.0,0.0,1
13831,47,12,4412.59,355,137.66666666666666,2610.99,0
13832,48,1,561.49,48,394.0,52.199999999999996,0
13833,30,1,316.56,30,126.0,384.8,0
13834,202,2,324.19,295,110.5,0.0,1
13835,145,3,260.7,271,26.0,834.57,0
13836,25,2,620.37,40,136.5,0.0,1
13838,51,6,1036.25,205,74.66666666666667,929.84,0
13839,112,1,139.95000000000002,112,25.0,0.0,1
13840,42,1,651.4,42,358.0,0.0,1
13842,41,9,1933.72,287,105.33333333333333,3696.19,0
13843,7,1,319.75,7,145.0,0.0,1
13846,25,1,442.73,25,317.0,865.0600000000001,0
13847,345,1,310.72,345,96.0,0.0,1
13848,32,5,1760.0,356,1100.0,1575.0,0
13849,23,3,1931.35,250,289.0,1537.95,0
13851,5,5,1955.0,305,164.0,2651.46,0
13852,236,1,187.35000000000002,236,85.0,0.0,1
13854,6,14,3835.04,326,96.14285714285714,8418.92,0
13855,126,4,1310.3400000000001,357,143.75,0.0,1
13856,89,8,753.53,245,76.375,388.5,0
13857,19,6,1001.01,197,130.33333333333334,0.0,1
13859,155,1,314.7,155,38.0,201.16,0
13861,55,2,273.26,156,112.5,0.0,1
13862,15,1,346.73,15,239.0,2209.36,0
13863,91,3,933.77,219,109.66666666666667,305.78,0
13864,12,1,662.4000000000001,12,192.0,0.0,1
13869,7,6,5006.62,317,439.5,3104.95,0
13870,13,7,2941.14,295,303.42857142857144,2770.94,0
13871,54,4,1482.6,345,174.0,6403.25,0
13872,153,3,919.57,351,113.0,0.0,1
13873,9,5,649.32,272,66.4,389.6,0
13874,130,6,1508.7,299,114.0,540.45,0
13875,13,9,3027.58,348,195.11111111111111,1786.79,0
13877,96,2,332.44,315,185.0,117.24,0
13878,173,3,1191.53,230,161.33333333333334,1281.53,0
13879,271,1,395.5,271,204.0,0.0,1
13880,34,4,1074.09,188,173.25,3317.57,0
13881,1,23,28019.58,271,854.0,17159.52,0
13883,29,10,3885.54,357,214.8,2674.48,0
13884,2,5,1100.88,95,99.4,787.6,0
13888,30,5,1563.42,201,129.0,605.63,0
13889,8,5,1574.3300000000002,312,166.6,416.90000000000003,0
13890,0,4,1043.57,359,140.25,1883.8100000000002,0
13891,4,3,863.5600000000001,208,159.66666666666666,0.0,1
13892,103,2,634.68,201,1071.0,632.97,0
13895,141,2,1415.45,362,347.5,2593.07,0
13896,251,1,388.55,251,149.0,0.0,1
13897,64,2,849.56,303,310.0,311.16,0
13898,37,1,530.47,37,411.0,155.93,0
13900,15,3,869.64,250,169.33333333333334,740.95,0
13901,0,10,2809.14,329,160.5,2867.2,0
13902,258,5,34095.26,350,44120.0,0.0,1
13903,26,1,165.45000000000002,26,103.0,0.0,1
13905,358,1,312.65,358,135.0,0.0,1
13906,35,1,42.0,35,100.0,0.0,1
13907,317,1,136.8,317,68.0,0.0,1
13909,49,2,286.6,147,151.0,0.0,1
13911,5,11,1654.08,274,159.63636363636363,2580.91,0
13912,49,1,124.95,49,29.0,0.0,1
13913,132,1,42.22,132,10.0,0.0,1
13915,20,1,70.80000000000001,20,24.0,0.0,1
13916,89,4,1275.81,301,168.25,0.0,1
13919,50,2,975.87,166,329.5,384.81,0
13920,57,4,1774.68,188,443.0,0.0,1
13921,28,4,730.7,347,52.5,0.0,1
13922,63,2,692.95,93,187.0,172.25,0
13927,63,1,359.27,63,249.0,348.99,0
13929,42,9,2651.45,320,158.11111111111111,842.65,0
13931,18,9,4019.85,362,307.0,1237.53,0
13935,222,3,6116.92,278,750.6666666666666,0.0,1
13936,8,2,563.08,40,165.5,376.58,0
13937,28,1,721.28,28,464.0,158.85,0
